claim,evidence,id,label,verifiable
DodgeBall: A True Underdog Story 's writer and director was Rawson Marshall.,"[[[91339, 104045, 'DodgeBall-COLON-_A_True_Underdog_Story', 0]]]",74555,SUPPORTS,VERIFIABLE
Maria Theresa was the mother of Emperor Charles VI.,"[[[57401, 67616, 'Maria_Theresa', 5]], [[57401, 67617, 'Maria_Theresa', 6]]]",41097,REFUTES,VERIFIABLE
Antigua and Barbuda was the birthplace of Christopher Columbus.,"[[[134714, 149636, 'Antigua_and_Barbuda', 6], [134714, 149636, 'Christopher_Columbus', 7]]]",114739,REFUTES,VERIFIABLE
Bob Ross never hosted a show on PBS.,"[[[47130, 56230, 'Bob_Ross', 1]]]",30984,REFUTES,VERIFIABLE
Probot had a guitarist.,"[[[187181, None, None, None]]]",162630,NOT ENOUGH INFO,NOT VERIFIABLE
Scandal is from the 1950's.,"[[[162958, 177183, 'Scandal_-LRB-American_band-RRB-', 0]]]",139994,REFUTES,VERIFIABLE
Doug Petrie made a cameo in Dr. Horrible's Sing-Along Blog.,"[[[70738, 81615, 'Doug_Petrie', 5]]]",54382,SUPPORTS,VERIFIABLE
William Howard Taft only accepted offers of appointment to a United States court.,"[[[229682, 233565, 'William_Howard_Taft', 11]]]",195497,REFUTES,VERIFIABLE
Tangled is a musical.,"[[[27688, 33907, 'Tangled', 0]]]",12453,SUPPORTS,VERIFIABLE
Betsy Hodges was a candidate for a 2013 election.,"[[[11407, 14352, 'Betsy_Hodges', 5]], [[11409, 14354, 'Betsy_Hodges', 5]]]",4778,SUPPORTS,VERIFIABLE
The Romani people have settled.,"[[[223989, None, None, None], [318188, None, None, None]]]",71096,NOT ENOUGH INFO,NOT VERIFIABLE
Alan White was a Bolivian Ambassador.,"[[[222826, None, None, None]]]",190656,NOT ENOUGH INFO,NOT VERIFIABLE
One True Thing was undirected.,"[[[33358, 40473, 'One_True_Thing', 0]]]",17855,REFUTES,VERIFIABLE
Manchester by the Sea is a title.,"[[[25915, None, None, None]]]",10845,NOT ENOUGH INFO,NOT VERIFIABLE
Japan national football team is one of the most successful teams in a continent.,"[[[198100, 208026, 'Japan_national_football_team', 4]], [[198109, 208036, 'Japan_national_football_team', 6]]]",169916,SUPPORTS,VERIFIABLE
A staging area is a location where fish are assembled before use.,"[[[225562, None, None, None]]]",192781,NOT ENOUGH INFO,NOT VERIFIABLE
The Africa Cup of Nations had its schedule changed.,"[[[162951, None, None, None]]]",139985,NOT ENOUGH INFO,NOT VERIFIABLE
Melilla has an area of 11.3 km2.,"[[[29506, 35984, 'Melilla', 0]]]",14231,REFUTES,VERIFIABLE
Riz Ahmed acted in an American miniseries based on a British television series.,"[[[19858, 24406, 'Riz_Ahmed', 3], [19858, 24406, 'The_Night_Of', 0]]]",3661,SUPPORTS,VERIFIABLE
"Babur died on December 26, 1730.","[[[130746, 145531, 'Babur', 0]]]",111363,REFUTES,VERIFIABLE
Vera Wang's son's name is Ellen.,"[[[214619, None, None, None], [214620, None, None, None]]]",184299,NOT ENOUGH INFO,NOT VERIFIABLE
Hezbollah received zero support from Iran.,"[[[189649, 200890, 'Hezbollah', 7]]]",164904,REFUTES,VERIFIABLE
A United Kingdom is about a biographical romantic drama film.,"[[[265221, None, None, None]]]",222644,NOT ENOUGH INFO,NOT VERIFIABLE
Vampire Academy was a financial failure grossing only $14 million.,"[[[267595, 264266, 'Vampire_Academy_-LRB-film-RRB-', 6]]]",224552,REFUTES,VERIFIABLE
There are 30 knockouts part of the career boxing record of Floyd Mayweather Jr.,"[[[131398, 146177, 'Floyd_Mayweather_Jr.', 10]]]",111938,SUPPORTS,VERIFIABLE
"In the geographic center of the Oklahoma City metropolitan area, the Alfred P. Murrah Federal Building was located.","[[[203435, None, None, None]]]",174870,NOT ENOUGH INFO,NOT VERIFIABLE
Ann Biderman was born in Argentina.,"[[[196220, None, None, None], [196221, None, None, None]]]",170108,NOT ENOUGH INFO,NOT VERIFIABLE
General Motors owns only automotive brands.,"[[[53632, 63626, 'General_Motors', 12]], [[53632, 63627, 'General_Motors', 13]]]",37401,REFUTES,VERIFIABLE
Ted Cruz has served as the junior United States Hamburgerler from Texas since 2013,"[[[263314, None, None, None]]]",221144,NOT ENOUGH INFO,NOT VERIFIABLE
Tangled is a 4D bicycle.,"[[[145901, None, None, None]]]",124374,NOT ENOUGH INFO,NOT VERIFIABLE
Dawood Ibrahim is originally from the monarchy of the Indian state of Maharashtra.,"[[[209677, None, None, None]]]",178891,NOT ENOUGH INFO,NOT VERIFIABLE
Jamie Babbit directed The Quiet.,"[[[179072, 191617, 'The_Quiet', 0]]]",155006,SUPPORTS,VERIFIABLE
The Invisible Man was a horror film.,"[[[119197, 133137, 'The_Invisible_Man_-LRB-film-RRB-', 0]]]",101462,SUPPORTS,VERIFIABLE
The Monster is a work of art.,"[[[247218, 247530, 'The_Monster_-LRB-song-RRB-', 0]], [[247218, 247531, 'The_Monster_-LRB-song-RRB-', 1]], [[247218, 247532, 'The_Monster_-LRB-song-RRB-', 3]], [[247218, 247533, 'The_Monster_-LRB-song-RRB-', 4]], [[247218, 247534, 'The_Monster_-LRB-song-RRB-', 7]], [[247218, 247535, 'The_Monster_-LRB-song-RRB-', 8]], [[247218, 247536, 'The_Monster_-LRB-song-RRB-', 9]], [[247218, 247537, 'The_Monster_-LRB-song-RRB-', 12]], [[247218, 247538, 'The_Monster_-LRB-song-RRB-', 14]]]",208906,SUPPORTS,VERIFIABLE
Sejong the Great died in the fifteenth century.,"[[[270493, 266524, 'Sejong_the_Great', 0]], [[270493, 266525, 'Sejong_the_Great', 13]]]",226849,SUPPORTS,VERIFIABLE
Harry Fraud taught high school.,"[[[142149, None, None, None], [142151, None, None, None]]]",121058,NOT ENOUGH INFO,NOT VERIFIABLE
Arjit Singh goes unmentioned in the Indian media.,"[[[120573, None, None, None]]]",102711,NOT ENOUGH INFO,NOT VERIFIABLE
Vera Wang has no middle name.,"[[[214634, 221615, 'Vera_Wang', 0]]]",184310,REFUTES,VERIFIABLE
The Guthrie Theater's first building stopped operating in 2006.,"[[[33283, 40369, 'Guthrie_Theater', 6]]]",17783,SUPPORTS,VERIFIABLE
Kenny Chesney is a songwriter and record producer.,"[[[27048, 33169, 'Kenny_Chesney', 0]]]",11830,SUPPORTS,VERIFIABLE
Pakistan's economy is 32nd largest in nominal gross domestic product.,"[[[177100, 190014, 'Pakistan', 22]]]",153148,REFUTES,VERIFIABLE
The American actor that plays Chumlee is from Ireland and Boston.,"[[[97477, None, None, None]]]",80484,NOT ENOUGH INFO,NOT VERIFIABLE
Sarah Hyland founded a public school in Hell's Kitchen.,"[[[19039, None, None, None], [20112, None, None, None], [301431, None, None, None], [302487, None, None, None], [302502, None, None, None]]]",9591,NOT ENOUGH INFO,NOT VERIFIABLE
"Linkin Park's second studio album, released in 2004, was Meteora.","[[[125645, 140019, 'Linkin_Park', 2], [125645, 140019, 'Meteora_-LRB-album-RRB-', 1]], [[125645, 140020, 'Linkin_Park', 10], [125645, 140020, 'Meteora_-LRB-album-RRB-', 1]]]",106981,REFUTES,VERIFIABLE
Prince Charles and Lady Diana were married in Puerto Rico.,"[[[234321, 237225, 'Wedding_of_Charles,_Prince_of_Wales,_and_Lady_Diana_Spencer', 0]]]",199276,REFUTES,VERIFIABLE
"Jerome Flynn was born on March 16, 1963.","[[[256472, 255681, 'Jerome_Flynn', 0]]]",215878,SUPPORTS,VERIFIABLE
The Latvian Soviet Socialist Republic was only a republic of the Americas.,"[[[241246, 242788, 'Latvian_Soviet_Socialist_Republic', 0]]]",204325,REFUTES,VERIFIABLE
Keegan-Michael Key has yet to appear at a White House Correspondents' Dinner.,"[[[152210, 166985, 'Keegan-Michael_Key', 6]]]",129996,REFUTES,VERIFIABLE
Kate Walsh was on a television show.,"[[[120965, 135266, 'Kate_Walsh_-LRB-actress-RRB-', 0]]]",103003,SUPPORTS,VERIFIABLE
The Pakistan Movement resulted from a series of transformations in Pakistan.,"[[[258064, 256949, 'Pakistan_Movement', 13], [258064, 256949, 'Pakistan_Movement', 12]]]",217177,REFUTES,VERIFIABLE
The Suite Life of Zack & Cody was created by John Wayne.,"[[[186979, None, None, None]]]",162427,NOT ENOUGH INFO,NOT VERIFIABLE
Norman Bates is a fictional character.,"[[[187211, 198878, 'Norman_Bates', 0]]]",162664,SUPPORTS,VERIFIABLE
Multiple people were involved in the development of Team Fortress 2.,"[[[51021, 60756, 'Team_Fortress_2', 9]], [[51021, 60757, 'Team_Fortress_2', 0], [51021, 60757, 'Valve_Corporation', 0]]]",34769,SUPPORTS,VERIFIABLE
Half Girlfriend was partially filmed in India.,"[[[108450, 122026, 'Half_Girlfriend_-LRB-film-RRB-', 4], [108450, 122026, 'New_York_City', 0], [108450, 122026, 'Mumbai', 0]]]",91111,SUPPORTS,VERIFIABLE
Joni Mitchell released 17 albums of original songs.,"[[[17484, 21641, 'Joni_Mitchell', 20]]]",1729,SUPPORTS,VERIFIABLE
Dawood Ibrahim is originally from Mumbai.,"[[[207510, 215765, 'Dawood_Ibrahim', 0]]]",178880,SUPPORTS,VERIFIABLE
A Good Day to Die Hard is part of the Twilight franchise.,"[[[112531, None, None, None]]]",95054,NOT ENOUGH INFO,NOT VERIFIABLE
The Japanese television drama series Death Note is based on the manga series of the same name.,"[[[202951, 212091, 'Death_Note_-LRB-2015_TV_series-RRB-', 0]]]",175434,SUPPORTS,VERIFIABLE
Cambridgeshire's local government is only one unitary authority.,"[[[61376, 71887, 'Cambridgeshire', 7]]]",45014,REFUTES,VERIFIABLE
John S. McCain Jr. entered the air-force.,"[[[131809, None, None, None]]]",112308,NOT ENOUGH INFO,NOT VERIFIABLE
Brie Larson is an actress.,"[[[37210, 45021, 'Brie_Larson', 0]], [[37210, 45022, 'Brie_Larson', 1]], [[37210, 45023, 'Brie_Larson', 2]], [[37210, 45024, 'Brie_Larson', 5]], [[37210, 45025, 'Brie_Larson', 6]], [[37210, 45026, 'Brie_Larson', 7]], [[37210, 45027, 'Brie_Larson', 10]], [[37210, 45028, 'Brie_Larson', 11]], [[37210, 45029, 'Brie_Larson', 12]], [[37210, 45030, 'Brie_Larson', 13]], [[37210, 45031, 'Brie_Larson', 14]]]",21404,SUPPORTS,VERIFIABLE
The New England Patriots owns the record for most Super Bowls lost.,"[[[125442, 139779, 'New_England_Patriots', 14]], [[125442, 139780, 'New_England_Patriots', 16]]]",106809,REFUTES,VERIFIABLE
Jonah Hill starred in 21 Jump Street as Jack.,"[[[164487, None, None, None]]]",141461,NOT ENOUGH INFO,NOT VERIFIABLE
Daenerys Targaryen is an only child.,"[[[80095, 91871, 'Daenerys_Targaryen', 5]], [[80095, 91872, 'Daenerys_Targaryen', 11]], [[80095, 91873, 'Daenerys_Targaryen', 13]], [[80095, 91874, 'Daenerys_Targaryen', 14]]]",63660,REFUTES,VERIFIABLE
"Inside Llewyn Davis was screened for the Cannes Film Festival on May 19th, 2013.","[[[31039, 37701, 'Inside_Llewyn_Davis', 10]]]",15645,SUPPORTS,VERIFIABLE
Celebrity Rehab with Dr. Drew was only broadcast on HBO.,"[[[267031, 263833, 'Celebrity_Rehab_with_Dr._Drew', 0]]]",224145,REFUTES,VERIFIABLE
"In 1996's Game of Thrones, Ned Stark was introduced.","[[[105198, 118613, 'Ned_Stark', 1]]]",88008,SUPPORTS,VERIFIABLE
Sonny & Cher began in the mid-1960's.,"[[[20022, None, None, None]]]",3808,NOT ENOUGH INFO,NOT VERIFIABLE
Raja Hindustani has no dialogue.,"[[[109769, None, None, None]]]",92449,NOT ENOUGH INFO,NOT VERIFIABLE
Agent Raghav – Crime Branch was nominated for Best Weekend Show at the Indian Telly Awards.,"[[[163032, 177253, 'Agent_Raghav_–_Crime_Branch', 2]]]",140070,SUPPORTS,VERIFIABLE
Scandal was in the 1980's.,"[[[159224, 173815, 'Scandal_-LRB-American_band-RRB-', 0]]]",136530,SUPPORTS,VERIFIABLE
Manchester United F.C. was never the world's highest-earning football club.,"[[[130687, 145478, 'Manchester_United_F.C.', 17]]]",111302,REFUTES,VERIFIABLE
1961 was the year Yves Saint Laurent was founded.,"[[[149032, 164069, 'Yves_Saint_Laurent_-LRB-brand-RRB-', 5]]]",127180,SUPPORTS,VERIFIABLE
Caleb McLaughlin is a Canadian.,"[[[272095, None, None, None], [272096, None, None, None]]]",228091,NOT ENOUGH INFO,NOT VERIFIABLE
Brie Larson is an American actress.,"[[[146480, 161460, 'Brie_Larson', 0]]]",124875,SUPPORTS,VERIFIABLE
Akon is a singer.,"[[[239443, 241290, 'Akon', 0]]]",203053,SUPPORTS,VERIFIABLE
L. Ron Hubbard spent the remaining months of his life on his ranch.,"[[[228119, None, None, None]]]",194741,NOT ENOUGH INFO,NOT VERIFIABLE
Color of Night came out in the summer of 1994.,"[[[34840, None, None, None]]]",19069,NOT ENOUGH INFO,NOT VERIFIABLE
Vic Mensa is an American.,"[[[208746, 216723, 'Vic_Mensa', 0]]]",179834,SUPPORTS,VERIFIABLE
Anna Nicole Smith refused to work for Guess.,"[[[155827, 170516, 'Anna_Nicole_Smith', 2]]]",133284,REFUTES,VERIFIABLE
Cordilleran Ice Sheet covered a large portion of North America.,"[[[158872, 173526, 'Cordilleran_Ice_Sheet', 0]], [[158872, 173527, 'Cordilleran_Ice_Sheet', 23]]]",136213,SUPPORTS,VERIFIABLE
Bill Graham Civic Auditorium was designed after John Galen Howard died.,"[[[182908, 195027, 'Bill_Graham_Civic_Auditorium', 2], [182908, 195027, 'John_Galen_Howard', 0]]]",158639,REFUTES,VERIFIABLE
Argentina is not also subdivided into one autonomous city.,"[[[27710, 33939, 'Argentina', 3]]]",12469,REFUTES,VERIFIABLE
Kaya Scodelario is a director.,"[[[99003, 112120, 'Kaya_Scodelario', 0]]]",81950,REFUTES,VERIFIABLE
FC Bayern Munich was founded.,"[[[265884, 263022, 'FC_Bayern_Munich', 4]]]",223220,SUPPORTS,VERIFIABLE
The Church of Jesus Christ of Latter-day Saints has a fasting law.,"[[[262354, 260366, 'The_Church_of_Jesus_Christ_of_Latter-day_Saints', 24]]]",220439,SUPPORTS,VERIFIABLE
The Challenge XXX: Dirty 30 is a season of the year.,"[[[30032, None, None, None]]]",14753,NOT ENOUGH INFO,NOT VERIFIABLE
Formula One's Red Bull Racing races under an Austrian license.,"[[[201735, 211120, 'Red_Bull_Racing', 0]]]",174520,SUPPORTS,VERIFIABLE
Zac Efron's middle names are Francis and John.,"[[[54884, 64894, 'Zac_Efron', 0]]]",38678,REFUTES,VERIFIABLE
There is a remake called Brick Mansions.,"[[[205779, 214264, 'Brick_Mansions', 2]]]",177543,SUPPORTS,VERIFIABLE
The Colbert Report has not been taped.,"[[[225526, 230162, 'The_Colbert_Report', 10]], [[225526, 230163, 'The_Colbert_Report', 11]]]",192748,SUPPORTS,VERIFIABLE
Norman Bates is main antagonist in Psycho.,"[[[298460, 289946, 'Norman_Bates', 0]], [[298461, 289947, 'Norman_Bates', 0]], [[344294, 327850, 'Norman_Bates', 0]]]",162668,SUPPORTS,VERIFIABLE
Emperor Norton has not inspired literary characters.,"[[[128277, 142990, 'Emperor_Norton', 19]]]",109373,REFUTES,VERIFIABLE
Personality is affected by the hindrance of values.,"[[[117116, 131012, 'Personality', 0]]]",99461,REFUTES,VERIFIABLE
Battle of the Bastards had a viewership of over a million in its initial broadcast.,"[[[78941, 90535, 'Battle_of_the_Bastards', 15]]]",62491,SUPPORTS,VERIFIABLE
The Washington Monument is north of the Lincoln Memorial.,"[[[166915, 180718, 'Washington_Monument', 1]]]",143788,REFUTES,VERIFIABLE
Corsica is an book.,"[[[261366, 259521, 'Corsica', 0]]]",219688,REFUTES,VERIFIABLE
The X-Files starred Harrison Ford.,"[[[201892, 211243, 'The_X-Files_-LRB-franchise-RRB-', 0], [201892, 211243, 'The_X-Files_-LRB-film-RRB-', 4]]]",174624,REFUTES,VERIFIABLE
Rob McElhenney plays the character Mac on It's Always Sunny in Philadelphia.,"[[[218632, 224872, 'Rob_McElhenney', 0]], [[218632, 224873, 'Rob_McElhenney', 3]]]",187390,SUPPORTS,VERIFIABLE
Sky UK is a company which serves a sovereign country in debt.,"[[[100232, None, None, None], [100237, None, None, None]]]",83173,NOT ENOUGH INFO,NOT VERIFIABLE
"Psych (season 2) began on July 13th, 2007.","[[[34064, 41302, 'Psych_-LRB-season_2-RRB-', 0]]]",18477,SUPPORTS,VERIFIABLE
Samsung was separated into four business groups in 1982.,"[[[59826, 70226, 'Samsung', 7]]]",43510,REFUTES,VERIFIABLE
Vincent D'Onofrio was nominated for an Emmy Award.,"[[[36458, 44052, ""Vincent_D'Onofrio"", 4]], [[36459, 44053, ""Vincent_D'Onofrio"", 4]]]",20672,SUPPORTS,VERIFIABLE
Sarah Hyland is a New Yorker.,"[[[117935, 131809, 'Sarah_Hyland', 1]]]",100271,SUPPORTS,VERIFIABLE
Personality is a set of individual similarities.,"[[[161990, 176380, 'Personality', 0]]]",139174,REFUTES,VERIFIABLE
Color of Night won zero Golden Raspberry awards.,"[[[136192, 151024, 'Color_of_Night', 8]]]",115985,REFUTES,VERIFIABLE
Dan Trachtenberg is a person.,"[[[113051, 126892, 'Dan_Trachtenberg', 0]]]",95542,SUPPORTS,VERIFIABLE
James Brolin was born in 1944.,"[[[72076, 83067, 'James_Brolin', 0]]]",55710,REFUTES,VERIFIABLE
Chris Bosh is incapable of playing in the National Basketball Association.,"[[[150770, 165612, 'Chris_Bosh', 0]], [[150770, 165613, 'Chris_Bosh', 6]], [[150770, 165614, 'Chris_Bosh', 8]], [[150770, 165615, 'Chris_Bosh', 9]], [[150770, 165616, 'Chris_Bosh', 3]], [[150770, 165617, 'Chris_Bosh', 2]]]",128720,REFUTES,VERIFIABLE
Deepika Padukone has been in at least four Indian films.,"[[[58572, 68872, 'Deepika_Padukone', 13], [58572, 68872, 'Bajirao_Mastani', 0], [58572, 68872, 'Happy_New_Year_-LRB-2014_film-RRB-', 0], [58572, 68872, 'Chennai_Express', 0], [58572, 68872, 'Yeh_Jawaani_Hai_Deewani', 0]]]",42274,SUPPORTS,VERIFIABLE
Louis Malle worked in French radio.,"[[[157302, None, None, None]]]",134742,NOT ENOUGH INFO,NOT VERIFIABLE
Loretta Sanchez is only German.,"[[[176867, 189810, 'Loretta_Sanchez', 0]]]",152918,SUPPORTS,VERIFIABLE
Firefox is the first most popular web browser.,"[[[137791, 152737, 'Firefox', 13]]]",117439,REFUTES,VERIFIABLE
Ukrainian Soviet Socialist Republic was in an international organization.,"[[[188471, 199870, 'Ukrainian_Soviet_Socialist_Republic', 7], [188471, 199870, 'United_Nations', 0]]]",163810,SUPPORTS,VERIFIABLE
Superhuman abilities may be prevented by human enhancement by genetic modification.,"[[[59987, None, None, None]]]",43668,NOT ENOUGH INFO,NOT VERIFIABLE
Bala has no experience directing.,"[[[226633, 231154, 'Bala_-LRB-director-RRB-', 0]], [[226633, 231155, 'Bala_-LRB-director-RRB-', 2]]]",193549,REFUTES,VERIFIABLE
"Camp Flog Gnaw was created before Tyler, The Creator and Odd Future were born.","[[[292931, 285593, 'Camp_Flog_Gnaw', 0]], [[295472, 287584, 'Camp_Flog_Gnaw', 0]], [[297182, 288866, 'Camp_Flog_Gnaw', 0]], [[340966, 325461, 'Camp_Flog_Gnaw', 0]], [[341028, 325503, 'Camp_Flog_Gnaw', 0]]]",151484,REFUTES,VERIFIABLE
Port of Spain is a retail and administrative center.,"[[[17119, 21204, 'Port_of_Spain', 5]]]",1431,SUPPORTS,VERIFIABLE
David Lloyd George was named one of the 100 Worst Britons.,"[[[269077, None, None, None], [269078, None, None, None]]]",225742,NOT ENOUGH INFO,NOT VERIFIABLE
Parkinson's disease causes slowness of voluntary movement.,"[[[89794, None, None, None]]]",73041,NOT ENOUGH INFO,NOT VERIFIABLE
"Burbank, California is where the first cotton gins were produced.","[[[96799, None, None, None]]]",79848,NOT ENOUGH INFO,NOT VERIFIABLE
Malta has an authorized religion.,"[[[55970, 66076, 'Malta', 18]]]",39670,SUPPORTS,VERIFIABLE
Blank Space is on a list in a country.,"[[[270789, 266790, 'Blank_Space', 9]], [[270789, 266791, 'Blank_Space', 10]]]",227098,SUPPORTS,VERIFIABLE
One True Thing was directed by a Mongolian.,"[[[312565, None, None, None], [313694, None, None, None], [315582, None, None, None], [315584, None, None, None]]]",54579,NOT ENOUGH INFO,NOT VERIFIABLE
The Book of Mormon won a Grammy Award for Best Musical Theater Album.,"[[[53986, 63974, 'The_Book_of_Mormon_-LRB-musical-RRB-', 19]]]",37801,SUPPORTS,VERIFIABLE
The Incredibles 2 is scheduled to be released in June of 2018.,"[[[149781, 164725, 'The_Incredibles_2', 3]], [[149792, 164735, 'The_Incredibles_2', 3]]]",127820,SUPPORTS,VERIFIABLE
Overexposed is a car.,"[[[139085, 154157, 'Overexposed_-LRB-album-RRB-', 0]]]",118545,REFUTES,VERIFIABLE
Kevin Bacon acted in The Woodsman when he was 93 years old.,"[[[229170, 233195, 'Kevin_Bacon', 2], [229170, 233195, 'The_Woodsman_-LRB-2004_film-RRB-', 0], [229170, 233195, 'Kevin_Bacon', 0]]]",195236,REFUTES,VERIFIABLE
Python supports object-oriented political parties.,"[[[71785, None, None, None]]]",55422,NOT ENOUGH INFO,NOT VERIFIABLE
"George Harrison's first marriage started in January, 1966.","[[[107843, None, None, None]]]",90529,NOT ENOUGH INFO,NOT VERIFIABLE
The film The Good German was directed by Cate Blanchett.,"[[[207750, 215960, 'The_Good_German', 1]]]",179091,REFUTES,VERIFIABLE
Species distribution can be understood through factors such as river capture and available resources.,"[[[260781, None, None, None]]]",219201,NOT ENOUGH INFO,NOT VERIFIABLE
"Sacre-Coeur, Paris is privately dedicated to the Sacred Heart of Jesus.","[[[224824, None, None, None]]]",192210,NOT ENOUGH INFO,NOT VERIFIABLE
